Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Состав ";"Материал подкладки";"Страна производства ";"Доступные размеры";"Параметры модели";"Рост модели на фото ";Длина;"Длина рукава";Сезон;Цвет;Узор;Застежка;"Детали одежды";Технологии;"Вид спорта";Высота;"Длина по внутреннему шву";"Длина по боковому шву";"Обхват по талии";"Обхват по бедрам";"Ширина по низу";Посадка;Талия
Детям/Мальчикам/Шорты;"Шорты - JOSE Mango Kids";59.00;shorty-boy-jose-mango-kids;1;;Mango;;;;;"Шорты - JOSE Mango Kids";"Джинсы - ARIZONA Mango Kids, Mango, Джинсы ";;;;"MA018EBQBE93_4322797_1_v1.jpg, MA018EBQBE93_4322799_6_v1.jpg";"Хлопок - 91%. Эластан - 2%";;Бангладеш;XS;;;;;лето;желтый;цветочный;"на молнии";;;;;;;;;;;
Детям/Девочкам/Шорты;"Шорты - NINA Mango Kids";59.00;shorty---nina-mango-kids;1;;Mango;;;;;"Шорты - NINA Mango Kids";"Джинсы - ARIZONA Mango Kids, Mango, Джинсы ";;;;MA018EGRAA82_4452053_1_v1.jpg;"Хлопок - 91%. Эластан - 2%";;Македония;M;;;;;лето;синий;цветочный;"на молнии";заплатки/нашивки;;;;;;;;;;
"Детям/Мальчикам/Джинсы ";"Джинсы Pepe Jeans";159.00;dzhinsy-pepe-jeans-boy;1;;"Patrizia Pepe ";;199.00;;;"Джинсы Pepe Jeans";"Джинсы Pepe Jeans, Patrizia Pepe, Джинсы ";;;;PE299EBPYS48_4404930_1_v2.jpg;"Хлопок - 91%. Полиэстер - 7%. Эластан - 2%";;Тунис;S;;;;;мульти;синий;однотонный;"без застежки";заплатки/нашивки;;;;"53 см";"73 см";;;;;
"Детям/Девочкам/Джинсы ";"Джинсы - ARIZONA Mango Kids";79.99;dzhinsy---arizona-mango-kids;1;;Mango;;;;;"Джинсы - ARIZONA Mango Kids";"Джинсы - ARIZONA Mango Kids, Mango, Джинсы ";;;;"MA018EGQOM67_4396076_1_v1.jpg, MA018EGQOM67_4396078_6_v1.jpg";"Хлопок - 91%. Полиэстер - 7%. Эластан - 2%";;Пакистан;S;;;;;мульти;голубой;однотонный;"на молнии";заплатки/нашивки;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Patrizia Pepe";174.00;futbolka-patrizia-pepe-kids;1;;"Patrizia Pepe ";;;;;"Футболка Patrizia Pepe";"Футболка Patrizia Pepe, Patrizia Pepe, Футболки и поло";;;;"PA748EGSNF49_4701729_1_v3.jpg, PA748EGSNF49_4707342_3_v1.jpg";"Хлопок - 95%. Эластан - 5%";;Турция;S;;;"58 см";"18 см";мульти;розовый;"полоска. цветочный";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Туника Patrizia Pepe";183.00;tunika-patrizia-pepe;1;;"Patrizia Pepe ";;229.00;;;"Туника Patrizia Pepe";"Туника Patrizia Pepe, Patrizia Pepe, Футболки и поло";;;;"PA748EGSNF34_4701719_1_v3.jpg, PA748EGSNF34_4707319_2_v1.jpg, PA748EGSNF34_4707320_3_v1.jpg";"Вискоза - 92%. Эластан - 8%";;Турция;M;;;"71 см";"18 см";мульти;белый;"рисунки и надписи. цветочный";"без застежки";камни/стразы;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Patrizia Pepe";209.00;futbolka-patrizia-pepe;1;;"Patrizia Pepe ";;;;;"Футболка Patrizia Pepe";"Футболка Patrizia Pepe, Patrizia Pepe, Футболки и поло";;;;"PA748EGSNF47_4701728_1_v3.jpg, PA748EGSNF47_4707339_2_v1.jpg, PA748EGSNF47_4707340_3_v1.jpg";"Хлопок - 95%. Эластан - 5%";;Турция;M;;;"58 см";"17 см";мульти;белый;"рисунки и надписи. цветочный";"без застежки";камни/стразы;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Nike ";42.00;futbolka-nike-kids-pink;1;;Nike;;;;;"Футболка Nike ";"Футболка Nike , Nike, Футболки и поло";;;;"NI464EGSKO40_4676354_1_v2.jpg, NI464EGSKO40_4677752_2_v1.jpg, NI464EGSKO40_4677753_3_v1.jpg";"Хлопок - 100%";;Вьетнам;XS;;;"37 см";"11 см";мульти;розовый;"геометрия. рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Nike";42.00;futbolka-nike-kids;1;;Nike;;;;;"Футболка Nike";"Футболка Nike, Nike, Футболки и поло";;;;NI464EGSKO57_4676359_1_v2.jpg;"Хлопок - 100%";;Китай;S;;;"46 см";"14 см";мульти;серый;"рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка - HAPPY Mango Kids";36.99;futbolka---happy-mango-kids;1;;Mango;;;;;"Футболка - HAPPY Mango Kids";"Футболка - HAPPY Mango Kids, Mango, Футболки и поло";;;;MA018EGQWG33_4570806_1_v1.jpg;"Хлопок - 100%";;Турция;M;;;;;мульти;мультиколор;"рисунки и надписи";"на пуговицах";рюши/воланы;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка - SUPER Mango Kids";19.99;futbolka---super-mango-kids;1;;Mango;;;;;"Футболка - SUPER Mango Kids";"Футболка - SUPER Mango Kids, Mango, Футболки и поло";;;;"MA018EGPET51_4322852_1_v1.jpg, MA018EGPET51_4322854_6_v1.jpg";"Хлопок - 100%";;Бангладеш;S;;;;;мульти;белый;"животные. рисунки и надписи";"на шнурках";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Sela  ";16.90;futbolka-sela-kids-mult;1;;SELA;;26.00;;;"Футболка Sela  ";"Футболка Sela  , SELA, Футболки и поло";;;;"SE001EGQNY23_4674105_1_v1.jpg, SE001EGQNY23_4674107_3_v1.jpg";"Хлопок - 100%";;Китай;S;;;"47 см";"16 см";мульти;белый;"животные. рисунки и надписи";"без застежки";реглан;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Sela ";22.00;futbolka-sela-kids-pink;1;;SELA;;;;;"Футболка Sela ";"Футболка Sela , SELA, Футболки и поло";;;;"SE001EGQNY19_4315877_1_v1.jpg, SE001EGQNY19_4315879_3_v1.jpg";"Хлопок - 100%";;Китай;M;;;"46 см";"10 см";мульти;розовый;"рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Sela";16.80;futbolka-sela-kids-s;1;;SELA;;28.00;;;"Футболка Sela";"Футболка Sela, SELA, Футболки и поло";;;;"SE001EGQNY25_4674108_1_v1.jpg, SE001EGQNY25_4674110_3_v1.jpg";"Хлопок - 100%";;Китай;S;;;"45 см";"7 см";мульти;белый;"рисунки и надписи. цветочный";"без застежки";рюши/воланы;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка Sela";22.00;futbolka-sela-kids;1;;;;;;;"Футболка Sela";"Футболка Sela, Футболки и поло";;;;"SE001EGQNY18_4600124_1_v1.jpg, SE001EGQNY18_4600126_3_v1.jpg";"Хлопок - 100%";;Китай;M;;;"47 см";"9 см";мульти;желтый;"животные. рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Лонгслив Sela ";20.00;longsliv-sela-kids;1;;SELA;;;;;"Лонгслив Sela ";"Лонгслив Sela , SELA, Футболки и поло";;;;"SE001EGKKE00_1_v1.jpg, SE001EGKKE00_2_v1.jpg, SE001EGKKE00_3_v1.jpg";"Хлопок - 95%. Эластан - 5%";;Бангладеш;M;;;"46 см";"43 см";мульти;розовый;"рисунки и надписи";"без застежки";"камни/стразы. пайетки/блестки";;;;;;;;;;
"Детям/Девочкам/Футболки и поло";"Футболка - NEPAL Mango Kids";24.99;futbolka---nepal-mango-kids;1;;Mango;;;;;"Футболка - NEPAL Mango Kids";"Футболка - NEPAL Mango Kids, Mango, Футболки и поло";;;;"MA018EGSYW46_4796844_1_v1.jpg, MA018EGSYW46_4796846_6_v1.jpg";"Хлопок - 100%";;Турция;S;;;;;мульти;белый;"рисунки и надписи. цветочный";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье G NSW TCH FLC DRSS Nike";194.00;plate-g-nsw-tch-flc-drss-nike;1;1;Nike;;;;;"Платье G NSW TCH FLC DRSS Nike";"Платье G NSW TCH FLC DRSS Nike, Nike, Платья ";;;;"NI464EGPDF27_4830533_1_v1.jpg, NI464EGPDF27_4830534_2_v1.jpg";"Хлопок - 67%. Полиэстер - 33%";;Китай;S;;;"69 см";;лето;фиолетовый;однотонный;"на молнии";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Сарафан - EDITHS Mango Kids";59.99;sarafan---ediths-mango-kids;1;;Mango;;;;;"Сарафан - EDITHS Mango Kids";"Сарафан - EDITHS Mango Kids, Mango, Платья ";;;;"MA018EGPXG64_4283282_1_v1.jpg, MA018EGPXG64_4283284_4_v1.jpg, MA018EGPXG64_4283285_6_v1.jpg";"Хлопок - 100%";"Хлопок - 100%";Индия;S;;;;;лето;розовый;полоска;"на пуговицах";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье FABIOLAP Mango Kids";59.99;plate-fabiolap-mango-kids;1;;Mango;;;;;"Платье FABIOLAP Mango Kids";"Платье FABIOLAP Mango Kids, Mango, Платья ";;;;"MA018EGPXG63_4283279_1_v2.jpg, MA018EGPXG63_4283281_6_v1.jpg";"Хлопок - 100%";;Индия;S;;;;;лето;белый;полоска;"на пуговицах";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье - ELISABET Mango Kids";59.99;plate---elisabet-mango-kids;1;;Mango;;;;;"Платье - ELISABET Mango Kids";"Платье - ELISABET Mango Kids, Mango, Платья ";;;;MA018EGPXG49_4283275_1_v2.jpg;"Хлопок - 100%";"Хлопок - 100%";Индия;S;;;;;лето;черно-белый;полоска;"на пуговицах";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Sela";39.99;dew-kids-plate-sela;1;;SELA;;;;;"Платье Sela";"Платье Sela, SELA, Платья ";;;;SE001EGQNX47_4549990_1_v1.jpg;"Вискоза - 70%. Полиэстер - 30%";;Китай;S;;;"60 см";"5 см";"демисезон. лето";бирюзовый;"животные. рисунки и надписи";"на пуговицах";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Sela  ";39.99;kids-blue-plate-sela-;1;;SELA;;;;;"Платье Sela  ";"Платье Sela  , SELA, Платья ";;;;SE001EGOTD92_4315853_1_v1.jpg;"Вискоза - 70%. Полиэстер - 30%";;Китай;S;;;"60 см";"43 см";"демисезон. лето";мультиколор;цветочный;"без застежки";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Sela ";46.00;kids-plate-sela-;1;;SELA;;;;;"Платье Sela ";"Платье Sela , SELA, Платья ";;;;SE001EGOTD90_4228581_1_v1.jpg;"Хлопок - 95%. Эластан - 5%";;Бангладеш;S;;;"60 см";"43 см";лето;голубой;"животные. рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Sela";40.00;plate-sela-kids-dev;1;;SELA;;;;;"Платье Sela";"Платье Sela, SELA, Платья ";;;;SE001EGQNX46_4549181_1_v1.jpg;"Хлопок - 100%";;Китай;S;;;"55 см";"4 см";лето;белый;"животные. рисунки и надписи";"на молнии";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Сарафан FUNCKY FINDS Billabong";94.00;sarafan-funcky-finds-billabong;1;;Billabong;;;;;"Сарафан FUNCKY FINDS Billabong";"Сарафан FUNCKY FINDS Billabong, Billabong, Платья ";;;;BI009EGSDN96_4698708_1_v2.jpg;"Хлопок - 100%";;Португалия;S;;;"63 см";;лето;бежевый;"рисунки и надписи";"без застежки";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Tommy Hilfiger  ";209.00;kids-dew-poloska-plate-tommy-hilfiger-;1;;"Tommy Hilfiger";;;;;"Платье Tommy Hilfiger  ";"Платье Tommy Hilfiger  , Tommy Hilfiger, Платья ";;;;TO263EGQTV55_4344333_1_v1.jpg;"Хлопок - 100%";;Индия;S;;;"72 см";"17 см";мульти;синий;полоска;"без застежки";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Tommy Hilfiger ";244.00;kida-pink-plate-tommy-hilfiger-;1;;"Tommy Hilfiger";;;;;"Платье Tommy Hilfiger ";"Платье Tommy Hilfiger , Tommy Hilfiger, Платья ";;;;TO263EGQTV57_4344339_1_v1.jpg;"Хлопок - 100%";;Индия;S;;;"63 см";"5 см";лето;фуксия;однотонный;"на молнии";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Tommy Hilfiger";279.00;plate-tommy-hilfiger-kids;1;;"Tommy Hilfiger";;;;;"Платье Tommy Hilfiger";"Платье Tommy Hilfiger, Tommy Hilfiger, Платья ";;;;"TO263EGSVR26_4715733_1_v3 (1).jpg, TO263EGSVR26_4715733_1_v3.jpg";"Хлопок - 100%";"Хлопок - 100%";Индия;S;;;"68 см";"5 см";лето;мультиколор;цветочный;"на молнии";;;;;;;;;;;
"Детям/Девочкам/Платья ";"Сарафан Sela ";32.00;kids-flower-sarafan-sela-;1;;SELA;;;;;"Сарафан Sela ";"Сарафан Sela , SELA, Платья ";;;;SE001EGQNX42_4681522_1_v1.jpg;"Хлопок - 100%";;Китай;S;;;"59 см";;лето;мультиколор;цветочный;"без застежки";"контрастная отстрочка. кружевной кант/отделка. рюши/воланы";;;;;;;;;;
"Детям/Девочкам/Платья ";"Сарафан Sela";60.00;sarafan-sela-kids;1;1;SELA;;;;;"Сарафан Sela";"Сарафан Sela, SELA, Платья ";;;;"SE001EGQNX30_4681521_1_v2.jpg, SE001EGQNX30_4682227_2_v1.jpg";"Хлопок - 100%";;Китай;S;;;"59 см";;лето;голубой;однотонный;"без застежки";"контрастная отстрочка. кружевной кант/отделка. рюши/воланы";;;;;;;;;;
"Детям/Девочкам/Платья ";"Платье Sela";49.00;plate-sela-kids;1;;SELA;;;;;"Платье Sela";"Платье Sela, SELA, Платья ";;;;"SE001EGPTL26_4228602_1_v1.jpg, SE001EGPTL26_4228603_2_v1.jpg";"Хлопок - 100%";"Хлопок - 100%";Китай;S;;;"58 см";;лето;голубой;"полоска. рисунки и надписи";"на пуговицах";;;;;;;;;;;
"Женщинам/Блузы и рубашки/Рубашки ";"Рубашка Tutto Bene";234.00;rubashka-tutto-bene-oodji;1;;"Tutto Bene ";;;;;"Рубашка Tutto Bene";"Блуза Tutto Bene, Tutto Bene, Блузы ";"Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.";"<p><span>Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.</span></p>";"<p><span>Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.</span></p>";"OO001EWNXA39_4044616_1_v2 (1).jpg, OO001EWNXA39_4044616_1_v2.jpg, OO001EWNXA39_4045924_6_v1.jpg, OO001EWNXA39_4045925_7_v1.jpg";"Лиоцелл - 100%";;Македония;S;84-62-90;176;63см;"14 см";мульти;розовый;однотонный;"на пуговицах";"Тип силуэта приталенный";;;;;;;;;;
"Женщинам/Блузы и рубашки/Рубашки ";"Рубашка Tutto Bene ";234.00;rubashka-tutto-bene-red;1;;"Tutto Bene ";;;;;"Рубашка Tutto Bene ";"Блуза Tutto Bene, Tutto Bene, Блузы ";"Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.";"<p><span>Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.</span></p>";"<p><span>Мягкий материал, деним, декоративные воланы, круглый вырез горловины, потайная застежка на пуговицы.</span></p>";"OO001EWNXA34_4044612_1_v2.jpg, OO001EWNXA34_4045909_6_v1.jpg, OO001EWNXA34_4045910_7_v1.jpg, OO001EWNXA34_4045911_8_v1.jpg";"Лиоцелл - 100%";;Македония;S;84-62-90;176;63см;"14 см";мульти;красный;однотонный;"на пуговицах";"Тип силуэта приталенный";;;;;;;;;;
